#    L    TT             TE             EE             BB             PP
  1873    0.27487E+03   -0.57890E+01    0.10266E+02    0.62211E-01    0.24054E-08
  1874    0.27390E+03   -0.58654E+01    0.10301E+02    0.62139E-01    0.24031E-08
  1875    0.27294E+03   -0.59447E+01    0.10337E+02    0.62066E-01    0.24007E-08
  1876    0.27199E+03   -0.60267E+01    0.10371E+02    0.61994E-01    0.23984E-08
  1877    0.27105E+03   -0.61115E+01    0.10405E+02    0.61922E-01    0.23961E-08
  1878    0.27011E+03   -0.61989E+01    0.10438E+02    0.61850E-01    0.23938E-08
  1879    0.26919E+03   -0.62888E+01    0.10470E+02    0.61778E-01    0.23915E-08
  1880    0.26828E+03   -0.63815E+01    0.10502E+02    0.61706E-01    0.23891E-08
  1881    0.26738E+03   -0.64765E+01    0.10534E+02    0.61635E-01    0.23868E-08
  1882    0.26649E+03   -0.65739E+01    0.10565E+02    0.61563E-01    0.23845E-08
  1883    0.26561E+03   -0.66737E+01    0.10595E+02    0.61491E-01    0.23822E-08
  1884    0.26475E+03   -0.67758E+01    0.10626E+02    0.61420E-01    0.23799E-08
  1885    0.26389E+03   -0.68802E+01    0.10654E+02    0.61349E-01    0.23776E-08
  1886    0.26304E+03   -0.69867E+01    0.10683E+02    0.61278E-01    0.23753E-08
  1887    0.26220E+03   -0.70954E+01    0.10711E+02    0.61206E-01    0.23730E-08
  1888    0.26138E+03   -0.72061E+01    0.10738E+02    0.61136E-01    0.23708E-08
  1889    0.26056E+03   -0.73189E+01    0.10764E+02    0.61065E-01    0.23685E-08
  1890    0.25975E+03   -0.74337E+01    0.10790E+02    0.60994E-01    0.23662E-08
  1891    0.25897E+03   -0.75502E+01    0.10815E+02    0.60924E-01    0.23639E-08
  1892    0.25818E+03   -0.76687E+01    0.10840E+02    0.60853E-01    0.23616E-08
  1893    0.25741E+03   -0.77888E+01    0.10863E+02    0.60783E-01    0.23594E-08
  1894    0.25665E+03   -0.79105E+01    0.10886E+02    0.60713E-01    0.23571E-08
  1895    0.25590E+03   -0.80339E+01    0.10908E+02    0.60643E-01    0.23548E-08
  1896    0.25517E+03   -0.81588E+01    0.10930E+02    0.60574E-01    0.23526E-08
  1897    0.25445E+03   -0.82853E+01    0.10950E+02    0.60504E-01    0.23503E-08
  1898    0.25373E+03   -0.84133E+01    0.10970E+02    0.60435E-01    0.23481E-08
  1899    0.25303E+03   -0.85425E+01    0.10989E+02    0.60366E-01    0.23458E-08
  1900    0.25234E+03   -0.86732E+01    0.11007E+02    0.60297E-01    0.23436E-08
  1901    0.25166E+03   -0.88052E+01    0.11024E+02    0.60228E-01    0.23413E-08
  1902    0.25100E+03   -0.89383E+01    0.11040E+02    0.60160E-01    0.23391E-08
  1903    0.25034E+03   -0.90723E+01    0.11054E+02    0.60091E-01    0.23368E-08
  1904    0.24971E+03   -0.92068E+01    0.11070E+02    0.60023E-01    0.23346E-08
  1905    0.24907E+03   -0.93431E+01    0.11083E+02    0.59955E-01    0.23324E-08
  1906    0.24845E+03   -0.94805E+01    0.11095E+02    0.59887E-01    0.23301E-08
  1907    0.24784E+03   -0.96174E+01    0.11108E+02    0.59820E-01    0.23279E-08
  1908    0.24725E+03   -0.97563E+01    0.11119E+02    0.59752E-01    0.23257E-08
  1909    0.24666E+03   -0.98948E+01    0.11129E+02    0.59685E-01    0.23235E-08
  1910    0.24608E+03   -0.10035E+02    0.11139E+02    0.59618E-01    0.23212E-08
  1911    0.24552E+03   -0.10175E+02    0.11147E+02    0.59551E-01    0.23190E-08
  1912    0.24498E+03   -0.10315E+02    0.11155E+02    0.59485E-01    0.23168E-08
  1913    0.24445E+03   -0.10456E+02    0.11161E+02    0.59419E-01    0.23146E-08
  1914    0.24392E+03   -0.10597E+02    0.11166E+02    0.59352E-01    0.23124E-08
  1915    0.24341E+03   -0.10739E+02    0.11171E+02    0.59287E-01    0.23102E-08
  1916    0.24290E+03   -0.10880E+02    0.11175E+02    0.59221E-01    0.23080E-08
  1917    0.24242E+03   -0.11022E+02    0.11177E+02    0.59155E-01    0.23058E-08
  1918    0.24194E+03   -0.11164E+02    0.11180E+02    0.59090E-01    0.23036E-08
  1919    0.24147E+03   -0.11307E+02    0.11180E+02    0.59025E-01    0.23014E-08
  1920    0.24102E+03   -0.11449E+02    0.11180E+02    0.58960E-01    0.22992E-08
  1921    0.24057E+03   -0.11590E+02    0.11180E+02    0.58896E-01    0.22970E-08
  1922    0.24014E+03   -0.11732E+02    0.11177E+02    0.58832E-01    0.22948E-08
  1923    0.23972E+03   -0.11872E+02    0.11174E+02    0.58768E-01    0.22927E-08
  1924    0.23930E+03   -0.12013E+02    0.11171E+02    0.58704E-01    0.22905E-08
  1925    0.23891E+03   -0.12155E+02    0.11165E+02    0.58640E-01    0.22883E-08
  1926    0.23852E+03   -0.12294E+02    0.11160E+02    0.58577E-01    0.22861E-08
  1927    0.23813E+03   -0.12435E+02    0.11154E+02    0.58514E-01    0.22840E-08
  1928    0.23777E+03   -0.12572E+02    0.11147E+02    0.58451E-01    0.22818E-08
  1929    0.23740E+03   -0.12712E+02    0.11139E+02    0.58388E-01    0.22796E-08
  1930    0.23706E+03   -0.12849E+02    0.11129E+02    0.58326E-01    0.22775E-08
  1931    0.23673E+03   -0.12985E+02    0.11118E+02    0.58263E-01    0.22753E-08
  1932    0.23641E+03   -0.13121E+02    0.11108E+02    0.58201E-01    0.22732E-08
  1933    0.23609E+03   -0.13256E+02    0.11095E+02    0.58140E-01    0.22710E-08
  1934    0.23579E+03   -0.13390E+02    0.11083E+02    0.58078E-01    0.22689E-08
  1935    0.23550E+03   -0.13524E+02    0.11068E+02    0.58017E-01    0.22667E-08
  1936    0.23521E+03   -0.13656E+02    0.11054E+02    0.57956E-01    0.22646E-08
  1937    0.23493E+03   -0.13786E+02    0.11037E+02    0.57895E-01    0.22624E-08
  1938    0.23467E+03   -0.13916E+02    0.11021E+02    0.57835E-01    0.22603E-08
  1939    0.23442E+03   -0.14044E+02    0.11003E+02    0.57775E-01    0.22582E-08
  1940    0.23417E+03   -0.14172E+02    0.10985E+02    0.57715E-01    0.22560E-08
  1941    0.23394E+03   -0.14297E+02    0.10965E+02    0.57655E-01    0.22539E-08
  1942    0.23371E+03   -0.14421E+02    0.10945E+02    0.57595E-01    0.22518E-08
  1943    0.23349E+03   -0.14545E+02    0.10924E+02    0.57536E-01    0.22496E-08
  1944    0.23329E+03   -0.14666E+02    0.10901E+02    0.57477E-01    0.22475E-08
  1945    0.23308E+03   -0.14785E+02    0.10879E+02    0.57418E-01    0.22454E-08
  1946    0.23289E+03   -0.14904E+02    0.10855E+02    0.57360E-01    0.22433E-08
  1947    0.23270E+03   -0.15020E+02    0.10831E+02    0.57301E-01    0.22412E-08
  1948    0.23253E+03   -0.15135E+02    0.10806E+02    0.57243E-01    0.22391E-08
  1949    0.23236E+03   -0.15248E+02    0.10778E+02    0.57185E-01    0.22370E-08
  1950    0.23220E+03   -0.15360E+02    0.10752E+02    0.57128E-01    0.22349E-08
  1951    0.23205E+03   -0.15468E+02    0.10725E+02    0.57070E-01    0.22327E-08
  1952    0.23191E+03   -0.15576E+02    0.10695E+02    0.57013E-01    0.22306E-08
  1953    0.23178E+03   -0.15681E+02    0.10666E+02    0.56956E-01    0.22286E-08
  1954    0.23165E+03   -0.15785E+02    0.10635E+02    0.56900E-01    0.22265E-08
  1955    0.23153E+03   -0.15887E+02    0.10605E+02    0.56843E-01    0.22244E-08
  1956    0.23141E+03   -0.15986E+02    0.10573E+02    0.56787E-01    0.22223E-08
  1957    0.23133E+03   -0.16084E+02    0.10540E+02    0.56731E-01    0.22202E-08
  1958    0.23120E+03   -0.16179E+02    0.10506E+02    0.56675E-01    0.22181E-08
  1959    0.23111E+03   -0.16272E+02    0.10472E+02    0.56620E-01    0.22160E-08
  1960    0.23102E+03   -0.16364E+02    0.10438E+02    0.56565E-01    0.22140E-08
  1961    0.23094E+03   -0.16453E+02    0.10402E+02    0.56510E-01    0.22119E-08
  1962    0.23086E+03   -0.16539E+02    0.10367E+02    0.56455E-01    0.22098E-08
  1963    0.23079E+03   -0.16622E+02    0.10330E+02    0.56400E-01    0.22077E-08
  1964    0.23072E+03   -0.16704E+02    0.10293E+02    0.56346E-01    0.22057E-08
  1965    0.23067E+03   -0.16783E+02    0.10254E+02    0.56292E-01    0.22036E-08
  1966    0.23061E+03   -0.16861E+02    0.10215E+02    0.56238E-01    0.22015E-08
  1967    0.23057E+03   -0.16935E+02    0.10176E+02    0.56184E-01    0.21995E-08
  1968    0.23051E+03   -0.17008E+02    0.10135E+02    0.56130E-01    0.21974E-08
  1969    0.23048E+03   -0.17077E+02    0.10094E+02    0.56077E-01    0.21954E-08
  1970    0.23044E+03   -0.17145E+02    0.10055E+02    0.56024E-01    0.21933E-08
  1971    0.23041E+03   -0.17209E+02    0.10013E+02    0.55971E-01    0.21913E-08
  1972    0.23038E+03   -0.17271E+02    0.99700E+01    0.55918E-01    0.21892E-08
  1973    0.23035E+03   -0.17330E+02    0.99281E+01    0.55866E-01    0.21872E-08
  1974    0.23034E+03   -0.17388E+02    0.98842E+01    0.55814E-01    0.21851E-08
  1975    0.23032E+03   -0.17443E+02    0.98406E+01    0.55762E-01    0.21831E-08
  1976    0.23031E+03   -0.17494E+02    0.97958E+01    0.55710E-01    0.21811E-08
  1977    0.23030E+03   -0.17544E+02    0.97512E+01    0.55658E-01    0.21790E-08
  1978    0.23029E+03   -0.17590E+02    0.97062E+01    0.55606E-01    0.21770E-08
  1979    0.23028E+03   -0.17633E+02    0.96606E+01    0.55555E-01    0.21750E-08
  1980    0.23029E+03   -0.17675E+02    0.96145E+01    0.55504E-01    0.21730E-08
  1981    0.23028E+03   -0.17713E+02    0.95679E+01    0.55453E-01    0.21709E-08
  1982    0.23028E+03   -0.17748E+02    0.95208E+01    0.55402E-01    0.21689E-08
  1983    0.23029E+03   -0.17782E+02    0.94731E+01    0.55351E-01    0.21669E-08
  1984    0.23030E+03   -0.17812E+02    0.94257E+01    0.55301E-01    0.21649E-08
  1985    0.23031E+03   -0.17840E+02    0.93769E+01    0.55251E-01    0.21629E-08
  1986    0.23032E+03   -0.17865E+02    0.93284E+01    0.55200E-01    0.21609E-08
  1987    0.23033E+03   -0.17887E+02    0.92800E+01    0.55150E-01    0.21589E-08
  1988    0.23034E+03   -0.17907E+02    0.92310E+01    0.55100E-01    0.21569E-08
  1989    0.23036E+03   -0.17922E+02    0.91822E+01    0.55051E-01    0.21549E-08
  1990    0.23038E+03   -0.17937E+02    0.91329E+01    0.55001E-01    0.21529E-08
  1991    0.23038E+03   -0.17948E+02    0.90821E+01    0.54952E-01    0.21509E-08
  1992    0.23039E+03   -0.17956E+02    0.90323E+01    0.54902E-01    0.21489E-08
  1993    0.23040E+03   -0.17961E+02    0.89826E+01    0.54853E-01    0.21469E-08
  1994    0.23042E+03   -0.17964E+02    0.89315E+01    0.54804E-01    0.21449E-08
  1995    0.23044E+03   -0.17965E+02    0.88806E+01    0.54755E-01    0.21429E-08
  1996    0.23045E+03   -0.17963E+02    0.88290E+01    0.54707E-01    0.21409E-08
  1997    0.23046E+03   -0.17956E+02    0.87775E+01    0.54658E-01    0.21389E-08
  1998    0.23047E+03   -0.17948E+02    0.87268E+01    0.54609E-01    0.21370E-08
  1999    0.23048E+03   -0.17937E+02    0.86748E+01    0.54561E-01    0.21350E-08
  2000    0.23049E+03   -0.17923E+02    0.86235E+01    0.54513E-01    0.21330E-08
  2001    0.23050E+03   -0.17907E+02    0.85723E+01    0.54465E-01    0.21310E-08
  2002    0.23051E+03   -0.17888E+02    0.85205E+01    0.54416E-01    0.21291E-08
  2003    0.23051E+03   -0.17866E+02    0.84687E+01    0.54368E-01    0.21271E-08
  2004    0.23052E+03   -0.17842E+02    0.84169E+01    0.54321E-01    0.21251E-08
  2005    0.23052E+03   -0.17814E+02    0.83644E+01    0.54273E-01    0.21232E-08
  2006    0.23052E+03   -0.17785E+02    0.83135E+01    0.54225E-01    0.21212E-08
  2007    0.23051E+03   -0.17752E+02    0.82610E+01    0.54177E-01    0.21193E-08
  2008    0.23051E+03   -0.17717E+02    0.82086E+01    0.54130E-01    0.21173E-08
  2009    0.23050E+03   -0.17679E+02    0.81569E+01    0.54082E-01    0.21154E-08
  2010    0.23048E+03   -0.17639E+02    0.81052E+01    0.54035E-01    0.21134E-08
  2011    0.23047E+03   -0.17596E+02    0.80528E+01    0.53988E-01    0.21115E-08
  2012    0.23045E+03   -0.17551E+02    0.80011E+01    0.53940E-01    0.21095E-08
  2013    0.23042E+03   -0.17504E+02    0.79486E+01    0.53893E-01    0.21076E-08
  2014    0.23040E+03   -0.17452E+02    0.78975E+01    0.53846E-01    0.21056E-08
  2015    0.23038E+03   -0.17401E+02    0.78457E+01    0.53799E-01    0.21037E-08
  2016    0.23036E+03   -0.17345E+02    0.77946E+01    0.53752E-01    0.21018E-08
  2017    0.23031E+03   -0.17288E+02    0.77434E+01    0.53705E-01    0.20998E-08
  2018    0.23027E+03   -0.17228E+02    0.76922E+01    0.53658E-01    0.20979E-08
  2019    0.23023E+03   -0.17164E+02    0.76412E+01    0.53611E-01    0.20960E-08
  2020    0.23018E+03   -0.17100E+02    0.75902E+01    0.53565E-01    0.20941E-08
  2021    0.23014E+03   -0.17033E+02    0.75399E+01    0.53518E-01    0.20921E-08
  2022    0.23008E+03   -0.16964E+02    0.74896E+01    0.53471E-01    0.20902E-08
  2023    0.23001E+03   -0.16892E+02    0.74395E+01    0.53424E-01    0.20883E-08
  2024    0.22995E+03   -0.16819E+02    0.73896E+01    0.53378E-01    0.20864E-08
  2025    0.22987E+03   -0.16743E+02    0.73400E+01    0.53331E-01    0.20845E-08
  2026    0.22980E+03   -0.16665E+02    0.72906E+01    0.53284E-01    0.20826E-08
  2027    0.22972E+03   -0.16584E+02    0.72416E+01    0.53238E-01    0.20806E-08
  2028    0.22962E+03   -0.16502E+02    0.71928E+01    0.53191E-01    0.20787E-08
  2029    0.22954E+03   -0.16418E+02    0.71443E+01    0.53145E-01    0.20768E-08
  2030    0.22944E+03   -0.16331E+02    0.70961E+01    0.53098E-01    0.20749E-08
  2031    0.22933E+03   -0.16243E+02    0.70483E+01    0.53052E-01    0.20730E-08
  2032    0.22922E+03   -0.16153E+02    0.70007E+01    0.53005E-01    0.20711E-08
  2033    0.22911E+03   -0.16061E+02    0.69536E+01    0.52959E-01    0.20693E-08
  2034    0.22899E+03   -0.15967E+02    0.69069E+01    0.52912E-01    0.20674E-08
  2035    0.22886E+03   -0.15871E+02    0.68605E+01    0.52865E-01    0.20655E-08
  2036    0.22873E+03   -0.15774E+02    0.68145E+01    0.52819E-01    0.20636E-08
  2037    0.22859E+03   -0.15675E+02    0.67690E+01    0.52772E-01    0.20617E-08
  2038    0.22843E+03   -0.15574E+02    0.67238E+01    0.52726E-01    0.20598E-08
  2039    0.22829E+03   -0.15471E+02    0.66791E+01    0.52679E-01    0.20579E-08
  2040    0.22813E+03   -0.15366E+02    0.66348E+01    0.52633E-01    0.20561E-08
  2041    0.22796E+03   -0.15260E+02    0.65909E+01    0.52586E-01    0.20542E-08
  2042    0.22780E+03   -0.15153E+02    0.65476E+01    0.52539E-01    0.20523E-08
  2043    0.22761E+03   -0.15044E+02    0.65046E+01    0.52493E-01    0.20504E-08
  2044    0.22744E+03   -0.14933E+02    0.64622E+01    0.52446E-01    0.20486E-08
  2045    0.22725E+03   -0.14821E+02    0.64202E+01    0.52399E-01    0.20467E-08
  2046    0.22706E+03   -0.14708E+02    0.63787E+01    0.52352E-01    0.20449E-08
  2047    0.22685E+03   -0.14594E+02    0.63377E+01    0.52306E-01    0.20430E-08
  2048    0.22664E+03   -0.14478E+02    0.62972E+01    0.52259E-01    0.20411E-08
  2049    0.22643E+03   -0.14361E+02    0.62573E+01    0.52212E-01    0.20393E-08
  2050    0.22620E+03   -0.14242E+02    0.62179E+01    0.52165E-01    0.20374E-08
  2051    0.22596E+03   -0.14123E+02    0.61791E+01    0.52118E-01    0.20356E-08
  2052    0.22573E+03   -0.14003E+02    0.61408E+01    0.52071E-01    0.20337E-08
  2053    0.22548E+03   -0.13880E+02    0.61031E+01    0.52024E-01    0.20319E-08
  2054    0.22523E+03   -0.13758E+02    0.60659E+01    0.51977E-01    0.20300E-08
  2055    0.22496E+03   -0.13634E+02    0.60292E+01    0.51929E-01    0.20282E-08
  2056    0.22469E+03   -0.13510E+02    0.59932E+01    0.51882E-01    0.20263E-08
  2057    0.22442E+03   -0.13384E+02    0.59577E+01    0.51835E-01    0.20245E-08
  2058    0.22414E+03   -0.13258E+02    0.59228E+01    0.51787E-01    0.20227E-08
  2059    0.22386E+03   -0.13131E+02    0.58886E+01    0.51740E-01    0.20208E-08
  2060    0.22356E+03   -0.13002E+02    0.58548E+01    0.51692E-01    0.20190E-08
  2061    0.22327E+03   -0.12873E+02    0.58216E+01    0.51645E-01    0.20172E-08
  2062    0.22296E+03   -0.12744E+02    0.57892E+01    0.51597E-01    0.20154E-08
  2063    0.22264E+03   -0.12613E+02    0.57573E+01    0.51549E-01    0.20135E-08
  2064    0.22231E+03   -0.12482E+02    0.57261E+01    0.51501E-01    0.20117E-08
  2065    0.22198E+03   -0.12351E+02    0.56954E+01    0.51453E-01    0.20099E-08
  2066    0.22165E+03   -0.12220E+02    0.56655E+01    0.51405E-01    0.20081E-08
  2067    0.22130E+03   -0.12088E+02    0.56360E+01    0.51357E-01    0.20063E-08
  2068    0.22095E+03   -0.11955E+02    0.56072E+01    0.51309E-01    0.20044E-08
  2069    0.22059E+03   -0.11822E+02    0.55791E+01    0.51261E-01    0.20026E-08
  2070    0.22022E+03   -0.11690E+02    0.55517E+01    0.51212E-01    0.20008E-08
  2071    0.21984E+03   -0.11557E+02    0.55248E+01    0.51164E-01    0.19990E-08
  2072    0.21947E+03   -0.11423E+02    0.54986E+01    0.51115E-01    0.19972E-08
  2073    0.21908E+03   -0.11289E+02    0.54731E+01    0.51067E-01    0.19954E-08
  2074    0.21868E+03   -0.11156E+02    0.54482E+01    0.51018E-01    0.19936E-08
  2075    0.21828E+03   -0.11021E+02    0.54239E+01    0.50969E-01    0.19918E-08
  2076    0.21787E+03   -0.10887E+02    0.54002E+01    0.50920E-01    0.19900E-08
  2077    0.21746E+03   -0.10754E+02    0.53773E+01    0.50871E-01    0.19882E-08
  2078    0.21704E+03   -0.10620E+02    0.53550E+01    0.50822E-01    0.19864E-08
  2079    0.21659E+03   -0.10486E+02    0.53333E+01    0.50773E-01    0.19846E-08
  2080    0.21616E+03   -0.10352E+02    0.53123E+01    0.50724E-01    0.19829E-08
  2081    0.21572E+03   -0.10219E+02    0.52920E+01    0.50674E-01    0.19811E-08
  2082    0.21527E+03   -0.10085E+02    0.52723E+01    0.50625E-01    0.19793E-08
  2083    0.21482E+03   -0.99531E+01    0.52532E+01    0.50575E-01    0.19775E-08
  2084    0.21434E+03   -0.98204E+01    0.52349E+01    0.50525E-01    0.19757E-08
  2085    0.21388E+03   -0.96876E+01    0.52172E+01    0.50475E-01    0.19739E-08
  2086    0.21341E+03   -0.95553E+01    0.52001E+01    0.50426E-01    0.19722E-08
  2087    0.21292E+03   -0.94242E+01    0.51837E+01    0.50376E-01    0.19704E-08
  2088    0.21243E+03   -0.92936E+01    0.51679E+01    0.50325E-01    0.19686E-08
  2089    0.21194E+03   -0.91628E+01    0.51528E+01    0.50275E-01    0.19669E-08
  2090    0.21143E+03   -0.90331E+01    0.51383E+01    0.50225E-01    0.19651E-08
  2091    0.21094E+03   -0.89038E+01    0.51245E+01    0.50174E-01    0.19633E-08
  2092    0.21042E+03   -0.87757E+01    0.51113E+01    0.50124E-01    0.19616E-08
  2093    0.20990E+03   -0.86465E+01    0.50987E+01    0.50073E-01    0.19598E-08
  2094    0.20937E+03   -0.85191E+01    0.50868E+01    0.50022E-01    0.19581E-08
  2095    0.20885E+03   -0.83927E+01    0.50755E+01    0.49972E-01    0.19563E-08
  2096    0.20831E+03   -0.82676E+01    0.50649E+01    0.49921E-01    0.19546E-08
  2097    0.20776E+03   -0.81427E+01    0.50548E+01    0.49870E-01    0.19528E-08
  2098    0.20722E+03   -0.80192E+01    0.50455E+01    0.49818E-01    0.19511E-08
  2099    0.20667E+03   -0.78954E+01    0.50366E+01    0.49767E-01    0.19493E-08
  2100    0.20611E+03   -0.77738E+01    0.50286E+01    0.49716E-01    0.19476E-08
  2101    0.20555E+03   -0.76527E+01    0.50210E+01    0.49664E-01    0.19458E-08
  2102    0.20497E+03   -0.75326E+01    0.50141E+01    0.49613E-01    0.19441E-08
  2103    0.20440E+03   -0.74136E+01    0.50077E+01    0.49561E-01    0.19423E-08
  2104    0.20383E+03   -0.72956E+01    0.50019E+01    0.49509E-01    0.19406E-08
  2105    0.20323E+03   -0.71787E+01    0.49967E+01    0.49458E-01    0.19389E-08
  2106    0.20265E+03   -0.70630E+01    0.49922E+01    0.49406E-01    0.19371E-08
  2107    0.20205E+03   -0.69485E+01    0.49882E+01    0.49353E-01    0.19354E-08
  2108    0.20145E+03   -0.68352E+01    0.49847E+01    0.49301E-01    0.19337E-08
  2109    0.20085E+03   -0.67230E+01    0.49818E+01    0.49249E-01    0.19320E-08
  2110    0.20025E+03   -0.66121E+01    0.49795E+01    0.49197E-01    0.19302E-08
  2111    0.19963E+03   -0.65026E+01    0.49777E+01    0.49144E-01    0.19285E-08
  2112    0.19902E+03   -0.63942E+01    0.49765E+01    0.49092E-01    0.19268E-08
  2113    0.19839E+03   -0.62874E+01    0.49757E+01    0.49039E-01    0.19251E-08
  2114    0.19778E+03   -0.61819E+01    0.49754E+01    0.48986E-01    0.19234E-08
  2115    0.19714E+03   -0.60777E+01    0.49758E+01    0.48934E-01    0.19217E-08
  2116    0.19652E+03   -0.59749E+01    0.49768E+01    0.48881E-01    0.19199E-08
  2117    0.19589E+03   -0.58738E+01    0.49784E+01    0.48828E-01    0.19182E-08
  2118    0.19525E+03   -0.57739E+01    0.49802E+01    0.48775E-01    0.19165E-08
  2119    0.19461E+03   -0.56756E+01    0.49827E+01    0.48722E-01    0.19148E-08
  2120    0.19396E+03   -0.55788E+01    0.49855E+01    0.48668E-01    0.19131E-08
  2121    0.19331E+03   -0.54836E+01    0.49889E+01    0.48615E-01    0.19114E-08
  2122    0.19266E+03   -0.53899E+01    0.49927E+01    0.48562E-01    0.19097E-08
  2123    0.19201E+03   -0.52978E+01    0.49970E+01    0.48508E-01    0.19080E-08
  2124    0.19136E+03   -0.52072E+01    0.50016E+01    0.48455E-01    0.19063E-08
  2125    0.19070E+03   -0.51183E+01    0.50069E+01    0.48401E-01    0.19046E-08
  2126    0.19004E+03   -0.50310E+01    0.50123E+01    0.48347E-01    0.19029E-08
  2127    0.18937E+03   -0.49454E+01    0.50184E+01    0.48294E-01    0.19013E-08
  2128    0.18872E+03   -0.48614E+01    0.50248E+01    0.48240E-01    0.18996E-08
  2129    0.18805E+03   -0.47791E+01    0.50315E+01    0.48186E-01    0.18979E-08
  2130    0.18738E+03   -0.46984E+01    0.50387E+01    0.48132E-01    0.18962E-08
  2131    0.18671E+03   -0.46196E+01    0.50464E+01    0.48078E-01    0.18945E-08
  2132    0.18604E+03   -0.45423E+01    0.50543E+01    0.48024E-01    0.18928E-08
  2133    0.18537E+03   -0.44670E+01    0.50627E+01    0.47969E-01    0.18912E-08
  2134    0.18469E+03   -0.43933E+01    0.50714E+01    0.47915E-01    0.18895E-08
  2135    0.18402E+03   -0.43213E+01    0.50805E+01    0.47861E-01    0.18878E-08
  2136    0.18334E+03   -0.42512E+01    0.50898E+01    0.47807E-01    0.18862E-08
  2137    0.18266E+03   -0.41828E+01    0.50996E+01    0.47752E-01    0.18845E-08
  2138    0.18198E+03   -0.41163E+01    0.51096E+01    0.47698E-01    0.18828E-08
  2139    0.18130E+03   -0.40515E+01    0.51200E+01    0.47643E-01    0.18812E-08
  2140    0.18062E+03   -0.39885E+01    0.51307E+01    0.47589E-01    0.18795E-08
  2141    0.17995E+03   -0.39274E+01    0.51415E+01    0.47534E-01    0.18778E-08
  2142    0.17926E+03   -0.38681E+01    0.51527E+01    0.47479E-01    0.18762E-08
  2143    0.17857E+03   -0.38106E+01    0.51641E+01    0.47425E-01    0.18745E-08
  2144    0.17788E+03   -0.37549E+01    0.51758E+01    0.47370E-01    0.18729E-08
  2145    0.17720E+03   -0.37012E+01    0.51878E+01    0.47315E-01    0.18712E-08
  2146    0.17651E+03   -0.36492E+01    0.51999E+01    0.47260E-01    0.18696E-08
  2147    0.17583E+03   -0.35992E+01    0.52123E+01    0.47205E-01    0.18679E-08
  2148    0.17515E+03   -0.35510E+01    0.52251E+01    0.47150E-01    0.18663E-08
  2149    0.17447E+03   -0.35046E+01    0.52380E+01    0.47095E-01    0.18646E-08
  2150    0.17379E+03   -0.34601E+01    0.52510E+01    0.47040E-01    0.18630E-08
  2151    0.17311E+03   -0.34174E+01    0.52642E+01    0.46985E-01    0.18613E-08
  2152    0.17243E+03   -0.33766E+01    0.52776E+01    0.46930E-01    0.18597E-08
  2153    0.17175E+03   -0.33377E+01    0.52912E+01    0.46875E-01    0.18581E-08
  2154    0.17107E+03   -0.33006E+01    0.53049E+01    0.46820E-01    0.18564E-08
  2155    0.17039E+03   -0.32654E+01    0.53187E+01    0.46765E-01    0.18548E-08
  2156    0.16972E+03   -0.32320E+01    0.53327E+01    0.46710E-01    0.18532E-08
  2157    0.16904E+03   -0.32004E+01    0.53468E+01    0.46655E-01    0.18515E-08
  2158    0.16837E+03   -0.31707E+01    0.53611E+01    0.46600E-01    0.18499E-08
  2159    0.16770E+03   -0.31428E+01    0.53754E+01    0.46545E-01    0.18483E-08
  2160    0.16703E+03   -0.31167E+01    0.53898E+01    0.46489E-01    0.18467E-08
  2161    0.16636E+03   -0.30924E+01    0.54043E+01    0.46434E-01    0.18450E-08
  2162    0.16569E+03   -0.30699E+01    0.54189E+01    0.46379E-01    0.18434E-08
  2163    0.16503E+03   -0.30492E+01    0.54335E+01    0.46324E-01    0.18418E-08
  2164    0.16436E+03   -0.30303E+01    0.54482E+01    0.46269E-01    0.18402E-08
  2165    0.16370E+03   -0.30131E+01    0.54630E+01    0.46214E-01    0.18386E-08
  2166    0.16305E+03   -0.29978E+01    0.54777E+01    0.46158E-01    0.18370E-08
  2167    0.16239E+03   -0.29842E+01    0.54925E+01    0.46103E-01    0.18353E-08
  2168    0.16173E+03   -0.29723E+01    0.55073E+01    0.46048E-01    0.18337E-08
  2169    0.16109E+03   -0.29622E+01    0.55220E+01    0.45993E-01    0.18321E-08
  2170    0.16045E+03   -0.29538E+01    0.55369E+01    0.45938E-01    0.18305E-08
  2171    0.15979E+03   -0.29471E+01    0.55516E+01    0.45883E-01    0.18289E-08
  2172    0.15915E+03   -0.29421E+01    0.55663E+01    0.45828E-01    0.18273E-08
  2173    0.15852E+03   -0.29387E+01    0.55809E+01    0.45773E-01    0.18257E-08
  2174    0.15788E+03   -0.29371E+01    0.55956E+01    0.45718E-01    0.18241E-08
  2175    0.15725E+03   -0.29370E+01    0.56102E+01    0.45663E-01    0.18225E-08
  2176    0.15662E+03   -0.29386E+01    0.56246E+01    0.45608E-01    0.18209E-08
  2177    0.15600E+03   -0.29418E+01    0.56391E+01    0.45553E-01    0.18193E-08
  2178    0.15538E+03   -0.29466E+01    0.56534E+01    0.45498E-01    0.18178E-08
  2179    0.15476E+03   -0.29529E+01    0.56676E+01    0.45443E-01    0.18162E-08
  2180    0.15415E+03   -0.29609E+01    0.56817E+01    0.45388E-01    0.18146E-08
  2181    0.15354E+03   -0.29704E+01    0.56957E+01    0.45333E-01    0.18130E-08
  2182    0.15293E+03   -0.29814E+01    0.57096E+01    0.45279E-01    0.18114E-08
