CID,IDSURVEY,zCMB,zHD,zHEL,MU,MUERR_FINAL
1692030,10,0.73802,0.73802,0.73942,42.8892,0.2158
1697026,10,0.26046,0.26046,0.26146,40.8606,0.2421
1699061,10,0.53572,0.53572,0.53629,42.4647,0.2141
1699105,10,0.46590,0.46590,0.46642,42.1545,0.2034
1700105,10,0.76518,0.76518,0.76588,43.2070,288.9836
1700109,10,0.74119,0.74119,0.74189,43.4553,0.2390
1701055,10,0.26396,0.26396,0.26446,41.0381,0.1533
1701088,10,0.72403,0.72403,0.72463,43.1694,0.1610
1702083,10,0.38884,0.38884,0.38932,41.6156,0.1476
1702096,10,0.38809,0.38809,0.38860,41.8190,0.2646
1702112,10,0.47547,0.47547,0.47603,41.9462,0.1423
1703026,10,0.36390,0.36390,0.36491,41.5171,0.1582
1703072,10,0.49417,0.49417,0.49475,41.8604,0.1728
1718059,10,0.24642,0.24642,0.24690,42.3029,147.5353
1719037,10,0.40746,0.40746,0.40795,41.6971,0.2108
1721068,10,0.29376,0.29376,0.29425,40.9177,0.1775
1723034,10,0.33784,0.33784,0.33833,41.3806,0.1780
1770206,10,0.58411,0.58411,0.58524,42.4369,0.1575
1770225,10,0.58074,0.58074,0.58200,42.7603,0.1953
1770254,10,0.73480,0.73480,0.73620,43.2850,0.2288
1770386,10,0.36795,0.36795,0.36892,41.4621,0.1196
1770442,10,0.34578,0.34578,0.34691,41.2956,0.1494
1770487,10,0.53644,0.53644,0.53770,42.0703,0.4032
1770680,10,0.60911,0.60911,0.61041,42.6072,0.1422
1770702,10,0.33847,0.33846,0.33943,40.8294,0.2436
1773049,10,0.35023,0.35023,0.35118,41.3287,0.1099
1773078,10,0.27142,0.27142,0.27235,40.6213,0.1167
1773189,10,0.57744,0.57744,0.57870,42.7886,0.2715
1773237,10,0.39186,0.39186,0.39290,41.5957,0.1835
1773339,10,0.28417,0.28417,0.28509,41.9936,3.8798
1774102,10,0.31626,0.31626,0.31733,40.9444,0.0998
1776304,10,0.45410,0.45410,0.45517,41.8232,0.2060
1776329,10,0.42445,0.42445,0.42548,41.5285,0.2248
1777122,10,0.45429,0.45429,0.45551,41.9163,0.1857
1777124,10,0.30743,0.30743,0.30853,41.3654,0.1675
1780045,10,0.24283,0.24283,0.24326,40.5423,0.1085
1780122,10,0.50987,0.50987,0.51096,41.8517,0.1545
1780287,10,0.52494,0.52494,0.52620,42.2082,0.1626
1782065,10,0.20173,0.20173,0.20216,39.8284,0.1001
1783052,10,0.47852,0.47852,0.47960,42.6761,0.2524
1784110,10,0.45993,0.45993,0.46114,42.0780,0.1689
1790098,10,0.39298,0.39298,0.39400,41.6196,0.1343
1791048,10,0.21094,0.21094,0.21139,39.9438,0.1409
1791116,10,0.31193,0.31193,0.31286,41.0453,0.1278
1792093,10,0.27659,0.27659,0.27761,40.8311,0.0928
1795052,10,0.67924,0.67924,0.68058,42.7941,0.1610
1797044,10,0.46670,0.46670,0.46789,42.3848,0.1825
1810037,10,0.49650,0.49650,0.49761,42.3092,0.2430
1810087,10,0.55943,0.55943,0.55997,42.5890,0.2086
1810236,10,0.42926,0.42926,0.42981,41.7864,0.2636
1810306,10,0.64130,0.64130,0.64245,42.9696,0.1676
1811099,10,0.49007,0.49007,0.49058,42.6343,0.2066
1811128,10,0.92457,0.92457,0.92613,44.0256,0.1725
1814082,10,0.64849,0.64849,0.64981,42.8382,0.1670
1815065,10,0.13537,0.13537,0.13617,38.8522,0.1722
1817265,10,0.87998,0.87998,0.88074,44.2321,0.5177
1817269,10,0.53009,0.53009,0.53070,42.3883,0.1592
1826039,10,0.83916,0.83916,0.83988,43.5363,0.2368
1833067,10,0.55577,0.55577,0.55688,42.3552,0.1867
1833321,10,0.62480,0.62480,0.62542,42.9705,0.1990
1833339,10,0.13051,0.13051,0.13092,38.8982,0.1129
1833468,10,0.78375,0.78375,0.78516,43.5457,0.4170
1833564,10,0.65461,0.65461,0.65526,42.9368,0.2281
1834104,10,0.23928,0.23928,0.23972,40.3914,0.1033
1835110,10,0.34550,0.34550,0.34598,41.2676,0.1088
1837071,10,0.12913,0.12913,0.12995,41.1930,343.0536
1837096,10,0.37937,0.37937,0.37987,41.6456,0.1814
1839117,10,0.60674,0.60674,0.60800,42.7160,0.1576
1840041,10,0.23891,0.23891,0.23993,40.4033,0.1388
1842087,10,1.08349,1.08349,1.08430,44.3440,0.1505
1847028,10,0.58021,0.58021,0.58138,42.5149,0.1592
1847079,10,0.33041,0.33041,0.33134,41.0057,0.1927
1847100,10,0.37890,0.37890,0.38000,41.4905,0.1393
1847148,10,0.50631,0.50631,0.50740,42.3878,0.3183
1847151,10,0.40684,0.40684,0.40786,41.8700,0.2139
1847165,10,0.38748,0.38748,0.38850,41.3904,0.1476
1847216,10,0.47905,0.47905,0.48023,42.3412,0.1587
1847303,10,0.47964,0.47964,0.48082,42.1487,0.1308
1847317,10,0.81774,0.81774,0.81844,43.3758,0.2054
1848092,10,0.58770,0.58770,0.58883,42.6886,0.1547
1848198,10,0.36021,0.36021,0.36120,42.5549,238.4326
1849051,10,0.30547,0.30546,0.30650,40.9348,0.1184
1849109,10,0.62398,0.62398,0.62530,42.6252,0.1190
1849244,10,0.57697,0.57697,0.57826,42.5938,0.1446
1849276,10,0.61412,0.61412,0.61542,42.9531,0.1805
1850045,10,0.31314,0.31314,0.31413,40.9661,0.1791
1850154,10,0.56823,0.56823,0.56884,42.5685,0.2220
1854103,10,0.46680,0.46680,0.46733,42.0698,0.2228
1856065,10,0.78892,0.78892,0.79034,43.7774,0.3019
1860025,10,0.23532,0.23532,0.23625,40.5916,0.1076
1861164,10,0.43446,0.43446,0.43500,41.7397,0.1505
1861178,10,0.29093,0.29093,0.29201,40.6041,0.1298
1861210,10,0.54229,0.54229,0.54285,42.5334,0.1809
1861451,10,0.78049,0.78049,0.78190,43.1453,0.1545
1861472,10,0.83776,0.83776,0.83925,43.5821,0.2534
1861474,10,0.68966,0.68966,0.69100,42.9599,0.1506
1862039,10,0.28699,0.28699,0.28792,41.0024,0.1386
1862183,10,0.44864,0.44864,0.44918,42.0773,0.1857
1862207,10,0.54383,0.54383,0.54439,42.9716,0.6625
1864046,10,0.74870,0.74870,0.74939,43.5929,0.2138
1864084,10,0.60535,0.60535,0.60665,42.7154,0.1426
1867019,10,0.22101,0.22101,0.22191,40.4665,0.1696
1871017,10,0.33720,0.33720,0.33770,41.1218,0.1015
1872097,10,0.84132,0.84132,0.84207,43.7373,0.3163
1876204,10,0.51008,0.51008,0.51067,42.3265,0.1844
1876263,10,0.64639,0.64639,0.64763,42.9375,0.2801
1876287,10,0.56445,0.56445,0.56558,42.4687,0.1160
1876301,10,0.60073,0.60073,0.60195,42.7944,0.2230
1876304,10,0.68233,0.68233,0.68356,43.4264,0.1646
1876305,10,0.53667,0.53667,0.53784,42.3949,0.1523
1876308,10,0.42147,0.42147,0.42250,41.9806,0.1624
1876421,10,0.34313,0.34313,0.34423,41.3743,0.1315
1876431,10,0.46482,0.46482,0.46600,42.0239,0.1282
1876462,10,0.83954,0.83954,0.84100,43.9380,0.3800
1876533,10,0.48981,0.48981,0.49100,42.1924,0.1971
1876602,10,0.72988,0.72988,0.73117,43.3093,0.1798
1878148,10,0.22454,0.22453,0.22540,40.2295,0.1212
1878288,10,0.48449,0.48449,0.48501,42.6675,0.2941
1878334,10,0.36044,0.36044,0.36142,41.3706,0.1921
1878335,10,0.56371,0.56371,0.56500,42.5097,0.1380
1878612,10,0.64488,0.64488,0.64605,42.4860,0.4380
1878692,10,0.88450,0.88450,0.88600,43.8182,0.2412
1878719,10,0.45753,0.45753,0.45854,42.3234,0.1407
1878756,10,0.55294,0.55294,0.55419,42.7816,0.3181
1879187,10,0.59157,0.59157,0.59271,42.7207,0.2008
1879188,10,0.64727,0.64727,0.64846,42.9683,0.1307
1879208,10,0.19471,0.19471,0.19515,40.0027,0.0921
1879256,10,0.24936,0.24936,0.25028,40.3323,0.1970
1879263,10,0.46192,0.46192,0.46300,42.2515,0.1315
1879313,10,0.60970,0.60969,0.61028,43.0021,0.2258
1879412,10,0.81984,0.81984,0.82132,43.6209,0.1830
1879414,10,0.38889,0.38889,0.39000,41.6260,0.1312
1879426,10,0.22941,0.22941,0.22990,40.2667,0.0980
1879483,10,0.87565,0.87565,0.87716,43.4132,0.1268
1879532,10,0.37719,0.37719,0.37822,41.4168,0.1515
1879649,10,0.11979,0.11979,0.12020,39.1660,197.0615
1880304,10,0.44419,0.44419,0.44469,42.2394,0.2031
1880429,10,0.49707,0.49707,0.49816,41.9706,0.2630
1880486,10,0.63407,0.63407,0.63527,43.1555,0.1741
1880513,10,0.64458,0.64458,0.64577,42.8447,0.1414
1880545,10,0.55111,0.55111,0.55227,42.3601,0.2014
1880632,10,0.40538,0.40538,0.40650,41.5415,0.1305
1880686,10,0.31406,0.31406,0.31457,41.0350,0.1089
1881037,10,0.76584,0.76584,0.76652,43.3872,0.1597
1882097,10,0.47992,0.47992,0.48100,42.5722,0.2436
1883111,10,0.43278,0.43278,0.43385,41.7025,0.1723
1883166,10,0.51351,0.51351,0.51473,42.3245,0.1585
1887027,10,0.21303,0.21303,0.21348,40.0935,0.1769
1889022,10,0.51127,0.51127,0.51240,42.4705,0.1717
1889090,10,0.51290,0.51290,0.51400,42.2605,0.1359
1889155,10,0.77826,0.77826,0.77966,43.0873,0.3003
1889211,10,0.46351,0.46351,0.46407,41.8641,0.1851
1889226,10,0.59276,0.59276,0.59338,42.3276,0.1844
1889253,10,0.53661,0.53661,0.53717,42.4573,0.2517
1890041,10,0.65258,0.65258,0.65380,42.8892,0.1564
1890212,10,0.72776,0.72776,0.72913,43.0908,0.1564
1891030,10,0.61377,0.61377,0.61497,43.0071,0.1837
1891055,10,0.70652,0.70652,0.70781,43.3040,0.1752
1891070,10,0.79348,0.79348,0.79478,43.6292,0.1198
1891082,10,0.54871,0.54871,0.55000,42.5402,0.1594
1891107,10,0.62735,0.62735,0.62870,42.7018,0.1394
1891147,10,0.32274,0.32274,0.32380,41.1457,0.1432
1891261,10,0.50558,0.50558,0.50614,42.0337,0.1289
1891266,10,0.70836,0.70836,0.70905,43.1343,0.3071
1892072,10,0.92838,0.92838,0.92912,43.7197,2.4958
1892103,10,0.26584,0.26584,0.26685,40.7179,0.1783
1892149,10,0.64025,0.64025,0.64141,42.7883,0.1300
1892217,10,0.40897,0.40897,0.40949,41.7266,0.1273
1894320,10,0.71880,0.71880,0.71945,43.2697,0.1707
1895036,10,0.45194,0.45194,0.45302,41.9013,0.1100
1895233,10,0.57035,0.57035,0.57098,42.1148,0.1720
1896111,10,0.49243,0.49243,0.49364,42.1422,0.1645
1896164,10,0.42068,0.42068,0.42181,41.5483,0.1437
1896213,10,0.68688,0.68688,0.68757,42.9185,0.2096
1896244,10,0.59156,0.59156,0.59211,43.1378,0.2024
1896254,10,0.55283,0.55283,0.55339,42.5192,0.1533
1897267,10,0.31920,0.31920,0.31971,41.0898,0.2061
1898053,10,0.81485,0.81485,0.81614,43.6886,0.1343
1898108,10,0.51204,0.51204,0.51325,42.3722,0.1253
1898252,10,0.74571,0.74571,0.74631,43.1519,0.1250
1899029,10,0.62411,0.62411,0.62548,42.7784,0.1249
1899053,10,0.53746,0.53746,0.53859,42.2706,0.1762
1899065,10,0.54762,0.54762,0.54877,42.3672,0.1740
1899158,10,0.64747,0.64747,0.64881,42.7588,0.1563
1899442,10,0.43144,0.43144,0.43200,41.8080,0.1557
1900056,10,0.47839,0.47839,0.47944,42.3987,0.2562
1900124,10,0.68533,0.68533,0.68669,43.4160,0.1506
1900662,10,0.44791,0.44791,0.44894,41.9677,0.1611
1900801,10,0.63579,0.63579,0.63644,44.4744,96.6334
1900856,10,0.72416,0.72416,0.72477,43.1326,0.1543
1900865,10,0.45405,0.45405,0.45463,42.0060,0.1761
1901059,10,0.25126,0.25126,0.25229,40.4405,0.1219
1901115,10,0.29874,0.29874,0.29979,40.9047,0.1924
1901241,10,0.68144,0.68144,0.68264,43.0768,0.1256
1901257,10,0.51978,0.51978,0.52100,42.6172,0.2281
1901375,10,1.03221,1.03222,1.03300,44.1947,0.1428
1901738,10,0.46975,0.46975,0.47096,42.1032,0.1329
1901798,10,0.47577,0.47577,0.47697,42.4845,0.2010
1901803,10,0.50262,0.50262,0.50383,42.5828,0.1769
1901832,10,0.91696,0.91696,0.91849,43.8703,0.2067
1901899,10,0.98846,0.98846,0.98922,44.1603,0.1701
1902212,10,0.28169,0.28169,0.28219,40.9704,0.2443
1904061,10,0.62336,0.62336,0.62470,42.9232,0.1468
1904092,10,0.36798,0.36798,0.36896,41.4013,0.1536
1904152,10,0.44025,0.44025,0.44140,42.0174,0.1575
1904182,10,0.76657,0.76657,0.76798,43.2457,0.2214
1904287,10,0.69905,0.69904,0.69973,43.4213,0.1887
1904293,10,0.44624,0.44623,0.44682,41.8498,0.1525
1904300,10,0.91082,0.91082,0.91159,43.9930,0.2465
1904321,10,0.61177,0.61177,0.61233,42.9423,0.2008
1904352,10,0.64337,0.64337,0.64396,43.0325,0.2473
1905127,10,0.66579,0.66579,0.66712,43.3059,0.1418
1905171,10,0.30307,0.30307,0.30404,41.0553,0.1987
1905184,10,0.45587,0.45587,0.45705,41.6094,0.9069
1905244,10,0.36176,0.36176,0.36285,41.4962,0.1341
1906545,10,0.54806,0.54806,0.54930,42.7925,0.2039
1908380,10,0.43668,0.43668,0.43770,41.9924,0.1841
1908493,10,0.67829,0.67829,0.67963,43.7230,285.3867
1909375,10,0.33753,0.33753,0.33805,41.2120,0.0915
1910032,10,0.66455,0.66455,0.66579,43.0594,0.1816
1910065,10,0.57875,0.57875,0.57988,42.5877,0.2325
1910132,10,0.26271,0.26271,0.26371,40.5459,0.1112
1912020,10,0.55436,0.55436,0.55496,42.5053,0.1348
1912066,10,0.87344,0.87344,0.87417,43.5848,0.2000
1912110,10,0.53763,0.53763,0.53873,42.1449,0.1735
1912270,10,0.86642,0.86642,0.86715,44.0635,449.6125
1913214,10,0.31615,0.31615,0.31721,41.0804,0.1173
1915067,10,0.45699,0.45699,0.45804,42.0213,0.1870
1915087,10,0.56104,0.56104,0.56216,42.5240,0.1888
1915184,10,0.52460,0.52460,0.52582,42.3566,0.1607
1916124,10,0.43071,0.43071,0.43190,41.7465,0.1915
1916143,10,0.45362,0.45362,0.45481,42.0838,0.1424
1916193,10,0.62565,0.62565,0.62696,42.8962,0.2090
1916207,10,0.40841,0.40841,0.40944,41.7284,0.1651
1918076,10,0.36966,0.36966,0.37077,41.3716,0.2529
1919017,10,0.21849,0.21849,0.21939,40.1574,0.2030
1919042,10,0.34814,0.34814,0.34909,41.1649,0.1667
1920362,10,0.39835,0.39835,0.39883,41.4335,0.1903
1920365,10,0.36549,0.36549,0.36600,41.4035,0.1140
1921033,10,0.23707,0.23707,0.23797,40.5382,0.1278
1921361,10,0.34459,0.34459,0.34506,41.2770,0.1248
1922067,10,0.19771,0.19771,0.19870,39.8560,0.1064
1922297,10,0.43225,0.43225,0.43327,41.6536,0.1913
1922405,10,0.51619,0.51619,0.51671,42.4575,0.1669
1923060,10,0.38247,0.38247,0.38361,41.4179,0.1365
1923155,10,0.39201,0.39201,0.39257,41.5603,0.2488
1923415,10,0.36161,0.36161,0.36255,41.2641,0.1907
1924089,10,0.46299,0.46299,0.46418,42.0705,0.1135
1924103,10,0.46380,0.46380,0.46499,42.1430,0.1271
1924188,10,1.04136,1.04136,1.04215,43.8929,0.1500
1925122,10,0.38274,0.38274,0.38377,41.7749,0.2334
1927203,10,0.68069,0.68069,0.68132,43.0714,0.1501
1927242,10,0.24576,0.24576,0.24666,40.6824,0.1261
1927254,10,0.58091,0.58091,0.58150,43.0179,0.1909
1928108,10,0.65080,0.65080,0.65210,43.8689,258.0736
1928157,10,0.54379,0.54379,0.54505,42.5645,0.1040
1929022,10,0.75356,0.75356,0.75420,43.5047,0.1482
1929024,10,0.31564,0.31564,0.31613,41.1379,0.2124
1929034,10,0.60827,0.60827,0.60889,42.6110,0.1849
1929063,10,0.22210,0.22211,0.22300,40.1863,0.1679
1929216,10,0.33584,0.33584,0.33695,41.2982,0.1746
1933035,10,0.34105,0.34105,0.34204,41.6251,0.2431
1933168,10,0.43495,0.43495,0.43547,41.6647,0.1277
1933196,10,0.75011,0.75011,0.75074,43.1256,0.1240
1933258,10,0.68972,0.68972,0.69090,42.9629,0.1484
1934253,10,0.53739,0.53739,0.53800,42.4115,0.1580
1934353,10,0.51315,0.51314,0.51441,41.9657,0.2820
1936125,10,0.89530,0.89530,0.89603,43.4572,0.1718
1936171,10,0.47336,0.47336,0.47389,41.9191,0.1697
1936215,10,0.61011,0.61011,0.61124,42.6868,0.1603
1936293,10,0.83168,0.83168,0.83240,43.8256,0.1574
1936353,10,0.69154,0.69154,0.69290,43.1848,0.1479
1937078,10,0.45525,0.45525,0.45645,42.1033,0.8980
1942106,10,0.56584,0.56584,0.56638,42.7055,0.1813
1943111,10,0.31562,0.31562,0.31615,41.1086,0.1191
1945100,10,0.66460,0.66460,0.66526,43.5012,208.8486
1945116,10,0.54469,0.54469,0.54525,42.5390,0.1337
1946246,10,0.83936,0.83936,0.84007,43.7123,0.3503
1946322,10,0.59043,0.59043,0.59098,42.7352,0.1368
1948209,10,0.37942,0.37942,0.37996,41.5759,0.1222
1948295,10,0.78324,0.78324,0.78386,43.6694,0.1294
1948484,10,0.34436,0.34436,0.34545,41.1409,0.1469
1950024,10,1.01922,1.01922,1.02000,44.0300,0.2237
1950043,10,0.68828,0.68828,0.68891,43.1021,0.1485
1959025,10,0.61137,0.61137,0.61194,43.1970,0.2123
1968046,10,0.27255,0.27255,0.27302,40.7758,0.1184
2001ah,63,0.05837,0.05886,0.05776,37.1631,0.1344
2001ay,63,0.03093,0.03085,0.03025,35.6964,0.1741
2001az,63,0.04059,0.04101,0.04069,36.4468,0.0979
2001eh,63,0.03627,0.03725,0.03713,36.0879,0.1099
2002bf,63,0.02494,0.02525,0.02438,35.1116,0.1442
2002he,63,0.02469,0.02519,0.02441,35.2499,0.1249
2002hu,63,0.03591,0.03705,0.03670,36.0401,0.0973
2003U,63,0.02794,0.02833,0.02810,35.3731,0.1363
2003ch,63,0.02895,0.02919,0.02833,35.7330,0.1171
2003fa,63,0.04015,0.04056,0.04039,36.1767,0.1037
2003ic,63,0.05196,0.05126,0.05311,36.5582,0.1175
2003it,63,0.02413,0.02510,0.02528,35.1222,0.1555
2003iv,63,0.03351,0.03491,0.03426,36.0211,0.1146
2004L,63,0.03344,0.03373,0.03229,35.9022,0.1700
2004as,63,0.03250,0.03296,0.03139,35.9389,0.1580
2004ef,64,0.02978,0.03012,0.03101,35.5792,0.1422
2004gc,5,0.03196,0.03267,0.03192,35.5048,0.1501
2004gs,5,0.02829,0.02857,0.02740,35.5579,0.1650
2004gu,5,0.04670,0.04664,0.04558,36.5702,0.1267
2005M,64,0.02584,0.02598,0.02484,35.1753,0.1363
2005eq,64,0.02831,0.02823,0.02893,35.6431,0.1175
2005eu,64,0.03369,0.03516,0.03449,36.0093,0.1232
2005hc,64,0.04496,0.04575,0.04592,36.7085,0.0902
2005hj,64,0.05631,0.05708,0.05739,37.1061,0.1095
2005iq,64,0.03292,0.03341,0.03404,36.0215,0.0943
2005ir,64,0.07490,0.07520,0.07603,37.7864,0.0776
2005ku,5,0.04397,0.04439,0.04525,36.4148,0.1588
2005lz,64,0.04541,0.04643,0.04624,36.4523,0.1238
2005ms,64,0.02595,0.02669,0.02522,35.4828,0.1124
2005na,64,0.02717,0.02748,0.02665,35.2639,0.1039
2006S,64,0.03310,0.03393,0.03224,36.0388,0.1258
2006al,64,0.06908,0.06886,0.06780,37.5872,0.1065
2006az,64,0.03158,0.03201,0.03103,35.5919,0.0999
2006cf,64,0.04223,0.04268,0.04146,36.4324,0.1039
2006cq,64,0.04928,0.04944,0.04844,36.8492,0.1207
2006en,64,0.03081,0.03162,0.03198,35.8171,0.1326
2006ev,64,0.02759,0.02810,0.02873,35.7604,0.1454
2006gr,64,0.03352,0.03428,0.03467,36.0797,0.1398
2006lu,5,0.05449,0.05346,0.05340,36.9681,0.0844
2006mo,64,0.03616,0.03702,0.03718,36.0891,0.1315
2006oa,64,0.06142,0.06153,0.06257,37.2450,0.1100
2006ob,64,0.05760,0.05824,0.05860,37.0706,0.0919
2006on,64,0.07068,0.07089,0.07191,37.3368,0.1235
2006py,5,0.05658,0.05653,0.05787,36.9422,0.1236
2006qo,64,0.02871,0.02898,0.02837,35.4984,0.1733
2006te,64,0.03212,0.03290,0.03155,35.8536,0.1031
2007O,64,0.03732,0.03818,0.03694,36.0146,0.0970
2007R,64,0.03126,0.03174,0.03081,35.8573,0.0987
2007ae,64,0.06485,0.06533,0.06499,37.1559,0.0909
2007bd,64,0.03141,0.03120,0.03044,35.7009,0.0990
2007co,64,0.02655,0.02731,0.02696,35.4340,0.1498
2007cq,64,0.02481,0.02510,0.02604,34.9553,0.1382
2007hu,65,0.03518,0.03551,0.03518,35.9416,0.2081
2007is,65,0.02953,0.02866,0.02953,35.5652,0.1265
2007jg,5,0.03652,0.03756,0.03707,36.2970,0.1253
2007kk,65,0.04130,0.04285,0.04177,36.2794,0.1071
2007nq,65,0.04275,0.04349,0.04389,36.3586,0.0911
2007ob,65,0.03263,0.03243,0.03389,35.7229,0.1907
2007sw,65,0.02500,0.02517,0.02428,35.2815,0.1470
2007ux,65,0.03183,0.03264,0.03070,35.7767,0.1461
2008050,65,0.04627,0.04625,0.04526,36.3633,0.1452
2008051,65,0.03835,0.03873,0.03777,36.1536,0.1039
2008ar,65,0.02732,0.02849,0.02617,35.4671,0.1046
2008bz,65,0.06130,0.06099,0.06015,37.3396,0.0782
2008cf,65,0.04692,0.04682,0.04603,36.5956,0.0952
2008fr,65,0.03790,0.03828,0.03900,36.2496,0.1012
2008gb,65,0.03641,0.03796,0.03700,36.2415,0.1162
2008gl,65,0.03246,0.03272,0.03354,35.7936,0.1046
2008gp,5,0.03245,0.03333,0.03303,35.7814,0.0964
2008hj,65,0.03643,0.03682,0.03761,36.1166,0.0936
2009ad,65,0.02834,0.02844,0.02840,35.4761,0.1031
2009bv,65,0.03748,0.03848,0.03667,36.3167,0.0962
2009do,65,0.04027,0.04099,0.03964,36.1953,0.1052
2010ag,66,0.03336,0.03335,0.03340,35.6516,0.1542
2010dt,66,0.05291,0.05316,0.05286,37.0042,0.1047
2010dw,66,0.03871,0.03902,0.03812,36.1656,0.1433
2016afk,150,0.04677,0.04738,0.04561,36.6368,0.1472
ASASSN-15bc,150,0.03639,0.03753,0.03672,36.1891,0.1239
ASASSN-15fa,150,0.02721,0.02741,0.02734,35.5887,0.1401
ASASSN-15hg,150,0.03107,0.03143,0.02992,35.7766,0.1215
ASASSN-15jl,150,0.03492,0.03512,0.03468,35.9948,0.0980
ASASSN-15lu,150,0.03577,0.03635,0.03505,36.1202,0.1114
ASASSN-15mf,150,0.02691,0.02695,0.02604,35.3285,0.1106
ASASSN-15mg,150,0.04307,0.04408,0.04278,36.5359,0.0938
ASASSN-15np,150,0.03832,0.03884,0.03768,36.1692,0.1293
ASASSN-15nq,150,0.03025,0.03023,0.03036,35.7166,0.0972
ASASSN-15pm,150,0.04777,0.04837,0.04879,36.7086,0.0825
ASASSN-15pn,150,0.03800,0.03909,0.03836,36.4269,0.1023
ASASSN-15pr,150,0.03189,0.03264,0.03309,36.0469,0.1284
ASASSN-15ss,150,0.03592,0.03599,0.03556,36.1609,0.0950
ASASSN-15tg,150,0.03445,0.03529,0.03561,35.9985,0.0947
ASASSN-16aj,150,0.03053,0.02953,0.03075,35.5339,0.1156
ASASSN-16ay,150,0.02895,0.02938,0.02834,35.6497,0.1632
ASASSN-16bc,150,0.03314,0.03298,0.03194,35.8396,0.0917
ASASSN-16bq,150,0.02582,0.02534,0.02493,35.3194,0.1090
ASASSN-16br,150,0.02900,0.02956,0.02852,35.5958,0.1093
ASASSN-16ct,150,0.04252,0.04306,0.04191,36.2995,0.1295
ASASSN-16db,150,0.03589,0.03730,0.03486,35.9996,0.1245
ASASSN-16dw,150,0.03565,0.03437,0.03466,35.8627,0.1321
ASASSN-16fo,150,0.02994,0.03036,0.02890,35.6306,0.0999
ASASSN-16fs,150,0.02990,0.02944,0.02920,35.4530,0.1064
ASASSN-16hc,150,0.05165,0.05151,0.05093,36.8172,0.0853
ASASSN-16hr,150,0.02980,0.03083,0.03086,35.6730,0.1484
ASASSN-16oz,150,0.03207,0.03192,0.03100,35.6131,0.1072
ASASSN-17at,150,0.02643,0.02713,0.02537,35.3542,0.1115
ASASSN-17eb,150,0.04970,0.05044,0.04924,36.5913,0.1235
AT2016aj,150,0.06731,0.06725,0.06741,37.3841,0.1069
AT2016cor,150,0.04995,0.05066,0.04954,36.7763,0.1820
AT2016cvv,150,0.04404,0.04438,0.04457,36.5732,0.1278
AT2016cvw,150,0.03761,0.03787,0.03888,36.2828,0.0996
AT2016cyt,150,0.02965,0.03059,0.03074,35.4809,0.0960
AT2016ews,150,0.04612,0.04631,0.04555,36.7018,0.0800
AT2016gmg,150,0.04839,0.04865,0.04944,36.8084,0.0986
AT2016gsu,150,0.07529,0.07575,0.07642,37.6594,0.1083
AT2016hns,150,0.03704,0.03740,0.03817,36.1074,0.0966
AT2016htm,150,0.04265,0.04289,0.04332,36.4650,0.0847
AT2016htn,150,0.05229,0.05222,0.05312,36.9789,0.1233
AT2017cfc,150,0.02499,0.02512,0.02403,35.1253,0.1269
AT2017lm,150,0.03002,0.03031,0.03064,35.6613,0.1253
AT2017ns,150,0.02802,0.02849,0.02877,35.4194,0.1655
AT2017oz,150,0.05641,0.05614,0.05569,36.9936,0.1032
AT2017po,150,0.03201,0.03255,0.03182,35.7510,0.1058
AT2017wb,150,0.03093,0.03117,0.03065,35.6657,0.1541
AT2017yk,150,0.04764,0.04691,0.04644,36.6954,0.1542
AT2017zd,150,0.03048,0.02969,0.02947,35.4134,0.1135
ATLAS16agv,150,0.04777,0.04819,0.04779,36.6031,0.0940
ATLAS16bwu,150,0.07074,0.07091,0.07180,37.3182,0.1478
ATLAS17ajn,150,0.02988,0.02978,0.02871,35.6680,0.1108
ATLAS17ajs,150,0.03370,0.03451,0.03265,36.0143,0.1835
ATLAS17axb,150,0.03264,0.03143,0.03165,35.7502,0.1040
CSS160129,150,0.06841,0.06844,0.06766,37.4018,0.0862
CSS160428,150,0.03081,0.03148,0.03029,35.8035,0.1054
Gaia16acv,150,0.07833,0.07859,0.07772,37.9662,0.0762
Gaia16agf,150,0.02553,0.02509,0.02507,35.3242,0.1528
Gaia16aki,150,0.07398,0.07393,0.07363,37.6976,0.0913
Gaia16bba,150,0.02934,0.02990,0.03046,35.5414,0.1113
MASTERJ0134,150,0.04391,0.04369,0.04485,36.4148,0.0994
PS15ahs,150,0.02522,0.02534,0.02551,35.3104,0.1097
PS15aii,150,0.04768,0.04777,0.04655,36.7340,0.0821
PS15asb,150,0.04952,0.04989,0.04863,36.6670,0.0970
PS15atx,150,0.07301,0.07252,0.07188,37.7745,0.1128
PS15bdr,150,0.07094,0.07116,0.07096,37.5408,0.0855
PS15bif,150,0.07855,0.07845,0.07937,37.6637,0.0977
PS15bjg,150,0.06758,0.06786,0.06889,37.5234,0.0828
PS15brr,150,0.05063,0.05049,0.05180,36.6668,0.0962
PS15bsq,150,0.03309,0.03371,0.03430,35.9584,0.0934
PS15bwh,150,0.07149,0.07158,0.07267,37.4732,0.0855
PS15bzz,150,0.07901,0.07931,0.08024,37.6482,0.0930
PS15cms,150,0.06603,0.06627,0.06479,37.3739,0.1045
PS15cwx,150,0.03007,0.03086,0.03007,35.5472,0.1034
PS15cze,150,0.03891,0.04035,0.03937,36.3899,0.1470
PS15mt,150,0.07193,0.07193,0.07085,37.7321,0.1017
